EventTime,EventType,ServiceID,DomainID,EventID,TotalUtil,UpTime
0.3,allocate,6,8,8021,20.0,1.0
1.3,allocate,6,7,8022,20.0,1.0
1.3,deallocate,6,8,8021,0.0,0.0
1.3,allocate,3,6,5191,390.0,10.0
1.3,allocate,5,6,5193,1000.0,10.0
1.3,allocate,0,6,5192,780.0,10.0
2.3,allocate,6,2,8023,20.0,1.0
2.3,deallocate,6,7,8022,0.0,0.0
3.3,allocate,6,6,8024,20.0,1.0
3.3,deallocate,6,2,8023,0.0,0.0
4.3,allocate,6,5,8025,20.0,1.0
4.3,deallocate,6,6,8024,0.0,0.0
5.3,allocate,6,9,8026,20.0,1.0
5.3,deallocate,6,5,8025,0.0,0.0
6.3,deallocate,6,9,8026,0.0,0.0
6.3,allocate,6,4,8027,20.0,1.0
7.3,allocate,6,0,8028,20.0,1.0
7.3,deallocate,6,4,8027,0.0,0.0
8.3,allocate,6,3,8029,20.0,1.0
8.3,deallocate,6,0,8028,0.0,0.0
9.3,deallocate,6,3,8029,0.0,0.0
9.3,allocate,6,1,8030,20.0,1.0
10.3,deallocate,6,1,8030,0.0,0.0
10.5,allocate,0,3,2754,86.66666666666667,1.1111111111111112
10.5,allocate,3,3,2755,43.333333333333336,1.1111111111111112
10.5,allocate,5,3,2756,111.11111111111111,1.1111111111111112
10.5,allocate,4,3,2757,53.333333333333336,1.1111111111111112
10.5,allocate,6,3,2758,22.22222222222222,1.1111111111111112
10.5,allocate,9,3,2759,106.66666666666669,1.1111111111111112
11.3,allocate,0,4,5195,780.0,10.0
11.3,deallocate,3,6,5191,0.0,0.0
11.3,allocate,5,4,5196,1000.0,10.0
11.3,deallocate,5,6,5193,0.0,0.0
11.3,allocate,3,4,5194,390.0,10.0
11.3,deallocate,0,6,5192,0.0,0.0
11.6,deallocate,5,3,2756,0.0,0.0
11.6,deallocate,3,3,2755,0.0,0.0
11.6,deallocate,4,3,2757,0.0,0.0
11.6,deallocate,6,3,2758,0.0,0.0
11.6,deallocate,9,3,2759,0.0,0.0
11.6,deallocate,0,3,2754,0.0,0.0
11.6,allocate,3,4,2761,43.333333333333336,1.1111111111111112
11.6,allocate,5,4,2762,111.11111111111111,1.1111111111111112
11.6,allocate,4,4,2763,53.333333333333336,1.1111111111111112
11.6,allocate,6,4,2764,22.22222222222222,1.1111111111111112
11.6,allocate,9,4,2765,106.66666666666669,1.1111111111111112
11.6,allocate,0,4,2760,86.66666666666667,1.1111111111111112
12.5,allocate,9,5,4902,480.0,5.0
12.5,allocate,4,5,4903,240.0,5.0
12.5,allocate,8,5,4901,280.0,5.0
12.5,allocate,6,5,4898,100.0,5.0
12.5,allocate,0,5,4899,390.0,5.0
12.5,allocate,2,5,4900,630.0,5.0
12.5,allocate,5,5,4897,500.0,5.0
12.7,deallocate,4,4,2763,0.0,0.0
12.7,allocate,9,1,2771,106.66666666666669,1.1111111111111112
12.7,deallocate,0,4,2760,0.0,0.0
12.7,deallocate,5,4,2762,0.0,0.0
12.7,deallocate,6,4,2764,0.0,0.0
12.7,deallocate,3,4,2761,0.0,0.0
12.7,allocate,4,1,2769,53.333333333333336,1.1111111111111112
12.7,allocate,3,1,2767,43.333333333333336,1.1111111111111112
12.7,allocate,0,1,2766,86.66666666666667,1.1111111111111112
12.7,allocate,6,1,2770,22.22222222222222,1.1111111111111112
12.7,deallocate,9,4,2765,0.0,0.0
12.7,allocate,5,1,2768,111.11111111111111,1.1111111111111112
13.8,deallocate,3,1,2767,0.0,0.0
13.8,deallocate,5,1,2768,0.0,0.0
13.8,deallocate,6,1,2770,0.0,0.0
13.8,deallocate,4,1,2769,0.0,0.0
13.8,allocate,0,8,2772,86.66666666666667,1.1111111111111112
13.8,deallocate,0,1,2766,0.0,0.0
